Date;Entry Point Type;Entry Point Province;Entry Point Name;Continent;Nationality;Foreign Tourist Total
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Malaysian;14802
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Filipino;7565
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Singaporean;11671
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Thai;2852
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Vietnamese;6161
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Hong Konger;2
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Indian;30241
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Japanese;16513
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;South Korean;23664
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Taiwanese;11515
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Chinese;112841
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Timorese;1875
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Saudi Arabian;3966
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Kuwaiti;309
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Egyptian;1402
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Emirati;229
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Yemeni;115
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Other Asian;18417
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;French;10224
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;German;9662
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;Dutch;9714
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;British;18721
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;Russian;25848
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;Other European;45757
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;American;20636
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;Canadian;6751
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;Brazilian;1821
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;Mexican;749
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;Other American;3183
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Oceania;Australian;103507
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Oceania;New Zealander;7134
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Oceania;Papua New Guinean;28
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Oceania;Other Oceanian;135
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Africa;South African;2995
31/01/2020;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Africa;Other African;2387
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Malaysian;19453
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Filipino;3515
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Singaporean;14178
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Thai;2967
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Vietnamese;1087
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Hong Konger;1
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Indian;7378
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Japanese;12463
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;South Korean;10785
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Taiwanese;6596
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Chinese;27462
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Timorese;79
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Saudi Arabian;16335
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Kuwaiti;246
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Egyptian;431
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Emirati;201
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Yemeni;758
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Other Asian;26826
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;French;2267
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;German;2284
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;Dutch;2262
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;British;3241
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;Russian;755
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;Other European;6803
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;America;American;7034
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;America;Canadian;1572
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;America;Brazilian;335
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;America;Mexican;84
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;America;Other American;599
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Oceania;Australian;6752
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Oceania;New Zealander;591
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Oceania;Papua New Guinean;15
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Oceania;Other Oceanian;28
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Africa;South African;247
31/01/2020;Air Entry Point;Banten;Soekarno-Hatta Airport;Africa;Other African;1163
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Malaysian;4603
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Filipino;158
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Singaporean;1873
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Thai;272
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Vietnamese;118
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Hong Konger;0
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Indian;406
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Japanese;347
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;South Korean;508
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Taiwanese;850
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Chinese;1784
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Timorese;9
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Saudi Arabian;48
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Kuwaiti;0
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Egyptian;8
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Emirati;2
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Yemeni;17
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Other Asian;3817
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Europe;French;156
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Europe;German;195
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Europe;Dutch;177
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Europe;British;218
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Europe;Russian;39
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Europe;Other European;496
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;America;American;466
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;America;Canadian;98
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;America;Brazilian;15
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;America;Mexican;11
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;America;Other American;25
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Oceania;Australian;296
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Oceania;New Zealander;51
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Oceania;Papua New Guinean;3
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Oceania;Other Oceanian;2
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Africa;South African;18
31/01/2020;Air Entry Point;Jawa Timur;Juanda Airport;Africa;Other African;33
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Malaysian;7847
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Filipino;105
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Singaporean;1377
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Thai;197
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Vietnamese;75
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Hong Konger;0
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Indian;284
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Japanese;120
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;South Korean;269
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Taiwanese;427
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Chinese;482
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Timorese;4
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Saudi Arabian;16
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Kuwaiti;1
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Egyptian;11
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Emirati;7
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Yemeni;10
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Other Asian;4738
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;French;192
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;German;315
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;Dutch;828
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;British;342
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;Russian;46
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;Other European;641
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;American;294
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;Canadian;106
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;Brazilian;5
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;Mexican;11
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;Other American;17
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Oceania;Australian;542
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Oceania;New Zealander;42
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Oceania;Papua New Guinean;0
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Oceania;Other Oceanian;0
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Africa;South African;23
31/01/2020;Air Entry Point;Sumatera Utara;Kualanamu Airport;Africa;Other African;45
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Malaysian;8535
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Filipino;61
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Singaporean;1815
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Thai;47
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Vietnamese;44
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Hong Konger;0
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Indian;155
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Japanese;156
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;South Korean;158
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Taiwanese;29
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Chinese;144
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Timorese;0
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Saudi Arabian;20
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Kuwaiti;0
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Egyptian;3
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Emirati;0
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Yemeni;7
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Other Asian;1067
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;French;48
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;German;46
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;Dutch;36
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;British;58
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;Russian;1
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;Other European;83
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;American;99
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;Canadian;41
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;Brazilian;7
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;Mexican;0
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;Other American;5
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Oceania;Australian;186
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Oceania;New Zealander;21
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Oceania;Papua New Guinean;0
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Oceania;Other Oceanian;0
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Africa;South African;4
31/01/2020;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Africa;Other African;6
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Malaysian;3698
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Filipino;34
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Singaporean;1105
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Thai;136
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Vietnamese;64
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Hong Konger;0
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Indian;183
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Japanese;236
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;South Korean;113
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Taiwanese;44
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Chinese;414
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Timorese;3
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Saudi Arabian;1
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Kuwaiti;0
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Egyptian;3
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Emirati;0
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Yemeni;0
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Other Asian;853
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Europe;French;149
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Europe;German;133
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Europe;Dutch;93
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Europe;British;153
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Europe;Russian;41
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Europe;Other European;336
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;America;American;240
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;America;Canadian;63
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;America;Brazilian;10
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;America;Mexican;18
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;America;Other American;27
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Oceania;Australian;209
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Oceania;New Zealander;13
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Oceania;Papua New Guinean;0
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Oceania;Other Oceanian;1
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Africa;South African;3
31/01/2020;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Africa;Other African;10
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Malaysian;950
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Filipino;9
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Singaporean;247
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Thai;8
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Vietnamese;15
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Hong Konger;0
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Indian;69
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Japanese;93
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;South Korean;98
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Taiwanese;16
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Chinese;900
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Timorese;0
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Saudi Arabian;3
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Kuwaiti;0
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Egyptian;1
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Emirati;0
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Yemeni;0
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Asia;Other Asian;174
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Europe;French;141
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Europe;German;180
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Europe;Dutch;72
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Europe;British;254
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Europe;Russian;101
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Europe;Other European;341
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;America;American;144
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;America;Canadian;68
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;America;Brazilian;10
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;America;Mexican;2
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;America;Other American;24
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Oceania;Australian;2243
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Oceania;New Zealander;109
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Oceania;Papua New Guinean;0
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Oceania;Other Oceanian;1
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Africa;South African;47
31/01/2020;Air Entry Point;Nusa Tenggara Barat;Lombok International Airport;Africa;Other African;11
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Malaysian;22
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Filipino;108
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Singaporean;58
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Thai;10
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Vietnamese;1
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Hong Konger;33
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Indian;7
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Japanese;14
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;South Korean;83
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Taiwanese;8
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Chinese;11593
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Timorese;0
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Saudi Arabian;1
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Kuwaiti;0
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Egyptian;0
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Emirati;0
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Yemeni;0
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Asia;Other Asian;66
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Europe;French;57
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Europe;German;95
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Europe;Dutch;27
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Europe;British;56
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Europe;Russian;15
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Europe;Other European;108
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;America;American;98
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;America;Canadian;18
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;America;Brazilian;1
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;America;Mexican;0
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;America;Other American;7
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Oceania;Australian;25
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Oceania;New Zealander;2
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Oceania;Papua New Guinean;0
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Oceania;Other Oceanian;1
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Africa;South African;2
31/01/2020;Air Entry Point;Sulawesi Utara;Sam Ratulangi Airport;Africa;Other African;1
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Malaysian;3615
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Filipino;7
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Singaporean;25
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Thai;29
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Vietnamese;1
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Hong Konger;0
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Indian;15
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Japanese;20
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;South Korean;6
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Taiwanese;0
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Chinese;164
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Timorese;0
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Saudi Arabian;1
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Kuwaiti;0
31/01/2020;Air Entry Point;Sumatera Barat;Minangkabau Airport;Asia;Egyptian;6
