Date;Entry Point Type;Entry Point Province;Entry Point Name;Continent;Nationality;Foreign Tourist Total
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Asia;Timorese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Asia;Saudi Arabian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Asia;Kuwaiti;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Asia;Egyptian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Asia;Emirati;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Asia;Yemeni;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Asia;Other Asian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Europe;French;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Europe;German;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Europe;Dutch;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Europe;British;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Europe;Russian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Europe;Other European;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;America;American;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;America;Canadian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;America;Brazilian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;America;Mexican;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;America;Other American;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Oceania;Australian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Oceania;New Zealander;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Oceania;Papua New Guinean;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Oceania;Other Oceanian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Africa;South African;0
31/07/2021;Land Entry Point;Kalimantan Barat;Entikong;Africa;Other African;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Malaysian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Filipino;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Singaporean;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Thai;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Vietnamese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Hong Konger;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Indian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Japanese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;South Korean;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Taiwanese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Chinese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Timorese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Saudi Arabian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Kuwaiti;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Egyptian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Emirati;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Yemeni;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Asia;Other Asian;1
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Europe;French;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Europe;German;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Europe;Dutch;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Europe;British;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Europe;Russian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Europe;Other European;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;America;American;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;America;Canadian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;America;Brazilian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;America;Mexican;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;America;Other American;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Oceania;Australian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Oceania;New Zealander;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Oceania;Papua New Guinean;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Oceania;Other Oceanian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Africa;South African;0
31/07/2021;Land Entry Point;Kalimantan Barat;Aruk;Africa;Other African;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Malaysian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Filipino;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Singaporean;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Thai;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Vietnamese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Hong Konger;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Indian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Japanese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;South Korean;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Taiwanese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Chinese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Timorese;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Saudi Arabian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Kuwaiti;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Egyptian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Emirati;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Yemeni;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Asia;Other Asian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Europe;French;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Europe;German;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Europe;Dutch;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Europe;British;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Europe;Russian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Europe;Other European;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;America;American;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;America;Canadian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;America;Brazilian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;America;Mexican;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;America;Other American;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Oceania;Australian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Oceania;New Zealander;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Oceania;Papua New Guinean;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Oceania;Other Oceanian;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Africa;South African;0
31/07/2021;Land Entry Point;Kalimantan Barat;Nanga Badau;Africa;Other African;0
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Malaysian;41858
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Filipino;447
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Singaporean;913
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Thai;193
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Vietnamese;141
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Hong Konger;186
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Indian;169
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Japanese;22
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;South Korean;91
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Taiwanese;45
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Chinese;885
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Timorese;69504
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Saudi Arabian;57
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Kuwaiti;0
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Egyptian;12
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Emirati;13
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Yemeni;0
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Asia;Other Asian;334
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Europe;French;13
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Europe;German;10
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Europe;Dutch;784
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Europe;British;104
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Europe;Russian;51
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Europe;Other European;887
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;America;American;1075
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;America;Canadian;11
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;America;Brazilian;20
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;America;Mexican;0
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;America;Other American;12
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Oceania;Australian;56
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Oceania;New Zealander;8
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Oceania;Papua New Guinean;2096
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Oceania;Other Oceanian;2
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Africa;South African;7
31/07/2021;Other Air/Sea/Land Entry Point;Other Province;Other Entry Point;Africa;Other African;30
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Malaysian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Filipino;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Singaporean;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Thai;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Vietnamese;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Hong Konger;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Indian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Japanese;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;South Korean;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Taiwanese;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Chinese;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Timorese;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Saudi Arabian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Kuwaiti;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Egyptian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Emirati;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Yemeni;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Asia;Other Asian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;French;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;German;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;Dutch;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;British;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;Russian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Europe;Other European;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;American;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;Canadian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;Brazilian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;Mexican;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;America;Other American;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Oceania;Australian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Oceania;New Zealander;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Oceania;Papua New Guinean;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Oceania;Other Oceanian;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Africa;South African;0
31/08/2021;Air Entry Point;Bali;I Gusti Ngurah Rai Airport;Africa;Other African;0
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Malaysian;9
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Filipino;5
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Singaporean;6
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Thai;4
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Vietnamese;5
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Hong Konger;0
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Indian;5
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Japanese;21
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;South Korean;102
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Taiwanese;6
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Chinese;9
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Timorese;0
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Saudi Arabian;91
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Kuwaiti;0
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Egyptian;12
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Emirati;6
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Yemeni;0
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Asia;Other Asian;444
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;French;39
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;German;43
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;Dutch;18
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;British;9
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;Russian;11
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Europe;Other European;70
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;America;American;96
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;America;Canadian;7
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;America;Brazilian;1
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;America;Mexican;0
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;America;Other American;10
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Oceania;Australian;21
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Oceania;New Zealander;3
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Oceania;Papua New Guinean;0
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Oceania;Other Oceanian;2
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Africa;South African;0
31/08/2021;Air Entry Point;Banten;Soekarno-Hatta Airport;Africa;Other African;16
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Malaysian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Filipino;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Singaporean;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Thai;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Vietnamese;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Hong Konger;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Indian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Japanese;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;South Korean;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Taiwanese;1
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Chinese;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Timorese;3
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Saudi Arabian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Kuwaiti;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Egyptian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Emirati;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Yemeni;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Asia;Other Asian;5
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Europe;French;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Europe;German;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Europe;Dutch;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Europe;British;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Europe;Russian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Europe;Other European;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;America;American;1
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;America;Canadian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;America;Brazilian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;America;Mexican;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;America;Other American;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Oceania;Australian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Oceania;New Zealander;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Oceania;Papua New Guinean;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Oceania;Other Oceanian;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Africa;South African;0
31/08/2021;Air Entry Point;Jawa Timur;Juanda Airport;Africa;Other African;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Malaysian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Filipino;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Singaporean;3
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Thai;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Vietnamese;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Hong Konger;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Indian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Japanese;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;South Korean;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Taiwanese;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Chinese;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Timorese;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Saudi Arabian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Kuwaiti;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Egyptian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Emirati;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Yemeni;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Asia;Other Asian;1
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;French;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;German;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;Dutch;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;British;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;Russian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Europe;Other European;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;American;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;Canadian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;Brazilian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;Mexican;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;America;Other American;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Oceania;Australian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Oceania;New Zealander;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Oceania;Papua New Guinean;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Oceania;Other Oceanian;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Africa;South African;0
31/08/2021;Air Entry Point;Sumatera Utara;Kualanamu Airport;Africa;Other African;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Malaysian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Filipino;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Singaporean;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Thai;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Vietnamese;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Hong Konger;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Indian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Japanese;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;South Korean;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Taiwanese;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Chinese;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Timorese;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Saudi Arabian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Kuwaiti;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Egyptian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Emirati;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Yemeni;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Asia;Other Asian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;French;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;German;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;Dutch;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;British;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;Russian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Europe;Other European;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;American;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;Canadian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;Brazilian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;Mexican;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;America;Other American;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Oceania;Australian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Oceania;New Zealander;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Oceania;Papua New Guinean;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Oceania;Other Oceanian;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Africa;South African;0
31/08/2021;Air Entry Point;Jawa Barat;Husein Sastranegara Airport;Africa;Other African;0
31/08/2021;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Malaysian;0
31/08/2021;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Filipino;0
31/08/2021;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Singaporean;0
31/08/2021;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Thai;0
31/08/2021;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Vietnamese;0
31/08/2021;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Hong Konger;0
31/08/2021;Air Entry Point;Daerah Istimewa Yogyakarta;Yogyakarta International Airport;Asia;Indian;0
