Tanggal;Jenis Pintu Masuk;Provinsi Pintu Masuk;Nama Pintu Masuk;Benua;Kebangsaan;Jumlah Wisatawan Mancanegara
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Amerika;Amerika Serikat;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Amerika;Kanada;1
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Amerika;Brasil;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Amerika;Meksiko;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Amerika;Amerika Lainnya;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Oseania;Australia;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Oseania;Selandia Baru;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Oseania;Papua Nugini;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Oseania;Oseania Lainnya;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Afrika;Afrika Selatan;0
30/09/2021;Pintu Udara;Sumatera Utara;Bandara Kualanamu;Afrika;Afrika Lainnya;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Malaysia;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Filipina;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Singapura;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Thailand;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Vietnam;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Hong Kong;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;India;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Jepang;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Korea Selatan;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Taiwan;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Tiongkok;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Timor Leste;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Arab Saudi;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Kuwait;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Mesir;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Uni Emirat Arab;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Yaman;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Asia;Asia Lainnya;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Eropa;Prancis;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Eropa;Jerman;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Eropa;Belanda;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Eropa;Inggris;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Eropa;Rusia;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Eropa;Eropa Lainnya;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Amerika;Amerika Serikat;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Amerika;Kanada;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Amerika;Brasil;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Amerika;Meksiko;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Amerika;Amerika Lainnya;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Oseania;Australia;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Oseania;Selandia Baru;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Oseania;Papua Nugini;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Oseania;Oseania Lainnya;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Afrika;Afrika Selatan;0
30/09/2021;Pintu Udara;Jawa Barat;Bandara Husein Sastranegara;Afrika;Afrika Lainnya;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Malaysia;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Filipina;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Singapura;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Thailand;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Vietnam;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Hong Kong;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;India;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Jepang;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Korea Selatan;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Taiwan;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Tiongkok;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Timor Leste;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Arab Saudi;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Kuwait;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Mesir;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Uni Emirat Arab;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Yaman;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Asia;Asia Lainnya;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Eropa;Prancis;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Eropa;Jerman;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Eropa;Belanda;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Eropa;Inggris;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Eropa;Rusia;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Eropa;Eropa Lainnya;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Amerika;Amerika Serikat;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Amerika;Kanada;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Amerika;Brasil;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Amerika;Meksiko;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Amerika;Amerika Lainnya;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Oseania;Australia;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Oseania;Selandia Baru;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Oseania;Papua Nugini;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Oseania;Oseania Lainnya;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Afrika;Afrika Selatan;0
30/09/2021;Pintu Udara;Daerah Istimewa Yogyakarta;Bandara Internasional Yogyakarta;Afrika;Afrika Lainnya;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Malaysia;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Filipina;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Singapura;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Thailand;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Vietnam;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Hong Kong;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;India;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Jepang;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Korea Selatan;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Taiwan;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Tiongkok;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Timor Leste;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Arab Saudi;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Kuwait;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Mesir;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Uni Emirat Arab;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Yaman;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Asia;Asia Lainnya;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Eropa;Prancis;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Eropa;Jerman;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Eropa;Belanda;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Eropa;Inggris;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Eropa;Rusia;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Eropa;Eropa Lainnya;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Amerika;Amerika Serikat;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Amerika;Kanada;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Amerika;Brasil;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Amerika;Meksiko;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Amerika;Amerika Lainnya;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Oseania;Australia;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Oseania;Selandia Baru;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Oseania;Papua Nugini;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Oseania;Oseania Lainnya;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Afrika;Afrika Selatan;0
30/09/2021;Pintu Udara;Nusa Tenggara Barat;Bandara Internasional Lombok;Afrika;Afrika Lainnya;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Malaysia;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Filipina;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Singapura;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Thailand;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Vietnam;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Hong Kong;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;India;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Jepang;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Korea Selatan;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Taiwan;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Tiongkok;585
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Timor Leste;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Arab Saudi;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Kuwait;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Mesir;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Uni Emirat Arab;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Yaman;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Asia Lainnya;1
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Prancis;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Jerman;2
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Belanda;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Inggris;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Rusia;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Eropa Lainnya;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Amerika Serikat;5
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Kanada;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Brasil;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Meksiko;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Amerika Lainnya;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Australia;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Selandia Baru;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Papua Nugini;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Oseania Lainnya;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Afrika;Afrika Selatan;0
30/09/2021;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Afrika;Afrika Lainnya;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Malaysia;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Filipina;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Singapura;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Thailand;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Vietnam;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Hong Kong;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;India;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Jepang;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Korea Selatan;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Taiwan;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Tiongkok;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Timor Leste;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Arab Saudi;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Kuwait;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Mesir;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Uni Emirat Arab;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Yaman;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Asia Lainnya;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Prancis;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Jerman;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Belanda;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Inggris;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Rusia;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Eropa Lainnya;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Amerika Serikat;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Kanada;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Brasil;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Meksiko;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Amerika Lainnya;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Australia;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Selandia Baru;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Papua Nugini;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Oseania Lainnya;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Afrika;Afrika Selatan;0
30/09/2021;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Afrika;Afrika Lainnya;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Malaysia;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Filipina;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Singapura;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Thailand;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Vietnam;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Hong Kong;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;India;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Jepang;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Korea Selatan;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Taiwan;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Tiongkok;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Timor Leste;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Arab Saudi;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Kuwait;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Mesir;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Uni Emirat Arab;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Yaman;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Asia Lainnya;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Prancis;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Jerman;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Belanda;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Inggris;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Rusia;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Eropa Lainnya;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Amerika Serikat;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Kanada;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Brasil;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Meksiko;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Amerika Lainnya;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Australia;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Selandia Baru;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Papua Nugini;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Oseania Lainnya;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Afrika;Afrika Selatan;0
30/09/2021;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Afrika;Afrika Lainnya;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Malaysia;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Filipina;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Singapura;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Thailand;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Vietnam;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Hong Kong;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;India;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Jepang;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Korea Selatan;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Taiwan;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Tiongkok;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Timor Leste;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Arab Saudi;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Kuwait;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Mesir;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Uni Emirat Arab;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Yaman;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Asia Lainnya;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Prancis;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Jerman;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Belanda;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Inggris;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Rusia;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Eropa Lainnya;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Amerika Serikat;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Kanada;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Brasil;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Meksiko;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Amerika Lainnya;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Australia;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Selandia Baru;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Papua Nugini;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Oseania Lainnya;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Afrika;Afrika Selatan;0
30/09/2021;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Afrika;Afrika Lainnya;0
30/09/2021;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Malaysia;0
30/09/2021;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Filipina;0
30/09/2021;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Singapura;0
