Tanggal;Jenis Pintu Masuk;Provinsi Pintu Masuk;Nama Pintu Masuk;Benua;Kebangsaan;Jumlah Wisatawan Mancanegara
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Vietnam;1
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Hong Kong;2
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;India;18
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Jepang;40
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Korea Selatan;51
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Taiwan;8
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Tiongkok;3244
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Timor Leste;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Arab Saudi;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Kuwait;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Mesir;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Uni Emirat Arab;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Yaman;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Asia;Asia Lainnya;73
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Prancis;81
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Jerman;256
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Belanda;90
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Inggris;72
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Rusia;13
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Eropa;Eropa Lainnya;222
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Amerika Serikat;146
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Kanada;21
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Brasil;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Meksiko;1
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Amerika;Amerika Lainnya;3
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Australia;92
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Selandia Baru;7
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Papua Nugini;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Oseania;Oseania Lainnya;0
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Afrika;Afrika Selatan;5
31/10/2023;Pintu Udara;Sulawesi Utara;Bandara Sam Ratulangi;Afrika;Afrika Lainnya;0
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Malaysia;3909
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Filipina;3
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Singapura;41
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Thailand;31
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Vietnam;5
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Hong Kong;0
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;India;20
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Jepang;8
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Korea Selatan;2
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Taiwan;1
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Tiongkok;4
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Timor Leste;0
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Arab Saudi;2
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Kuwait;0
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Mesir;3
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Uni Emirat Arab;0
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Yaman;1
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Asia;Asia Lainnya;402
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Prancis;46
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Jerman;22
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Belanda;24
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Inggris;36
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Rusia;6
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Eropa;Eropa Lainnya;52
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Amerika Serikat;43
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Kanada;9
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Brasil;20
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Meksiko;0
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Amerika;Amerika Lainnya;2
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Australia;201
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Selandia Baru;21
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Papua Nugini;0
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Oseania;Oseania Lainnya;0
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Afrika;Afrika Selatan;4
31/10/2023;Pintu Udara;Sumatera Barat;Bandara Minangkabau;Afrika;Afrika Lainnya;7
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Malaysia;1205
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Filipina;9
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Singapura;365
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Thailand;28
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Vietnam;6
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Hong Kong;0
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;India;50
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Jepang;12
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Korea Selatan;11
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Taiwan;39
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Tiongkok;78
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Timor Leste;0
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Arab Saudi;1
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Kuwait;2
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Mesir;1
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Uni Emirat Arab;0
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Yaman;2
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Asia;Asia Lainnya;462
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Prancis;2
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Jerman;4
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Belanda;3
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Inggris;11
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Rusia;0
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Eropa;Eropa Lainnya;28
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Amerika Serikat;27
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Kanada;1
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Brasil;6
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Meksiko;0
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Amerika;Amerika Lainnya;7
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Australia;9
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Selandia Baru;3
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Papua Nugini;0
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Oseania;Oseania Lainnya;0
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Afrika;Afrika Selatan;1
31/10/2023;Pintu Udara;Riau;Bandara Sultan Syarif Kasim II;Afrika;Afrika Lainnya;4
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Malaysia;1468
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Filipina;1
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Singapura;56
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Thailand;51
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Vietnam;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Hong Kong;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;India;4
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Jepang;3
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Korea Selatan;1
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Taiwan;13
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Tiongkok;20
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Timor Leste;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Arab Saudi;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Kuwait;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Mesir;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Uni Emirat Arab;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Yaman;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Asia;Asia Lainnya;156
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Prancis;7
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Jerman;19
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Belanda;4
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Inggris;9
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Rusia;2
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Eropa;Eropa Lainnya;18
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Amerika Serikat;6
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Kanada;7
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Brasil;2
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Meksiko;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Amerika;Amerika Lainnya;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Australia;13
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Selandia Baru;9
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Papua Nugini;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Oseania;Oseania Lainnya;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Afrika;Afrika Selatan;0
31/10/2023;Pintu Udara;Nanggroe Aceh Darussalam;Bandara Sultan Iskandar Muda;Afrika;Afrika Lainnya;6
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Malaysia;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Filipina;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Singapura;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Thailand;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Vietnam;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Hong Kong;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;India;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Jepang;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Korea Selatan;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Taiwan;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Tiongkok;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Timor Leste;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Arab Saudi;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Kuwait;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Mesir;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Uni Emirat Arab;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Yaman;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Asia;Asia Lainnya;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Prancis;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Jerman;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Belanda;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Inggris;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Rusia;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Eropa;Eropa Lainnya;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Amerika Serikat;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Kanada;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Brasil;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Meksiko;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Amerika;Amerika Lainnya;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Oseania;Australia;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Oseania;Selandia Baru;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Oseania;Papua Nugini;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Oseania;Oseania Lainnya;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Afrika;Afrika Selatan;0
31/10/2023;Pintu Udara;Jawa Tengah;Bandara Jenderal Ahmad Yani;Afrika;Afrika Lainnya;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Malaysia;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Filipina;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Singapura;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Thailand;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Vietnam;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Hong Kong;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;India;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Jepang;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Korea Selatan;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Taiwan;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Tiongkok;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Timor Leste;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Arab Saudi;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Kuwait;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Mesir;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Uni Emirat Arab;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Yaman;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Asia;Asia Lainnya;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Prancis;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Jerman;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Belanda;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Inggris;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Rusia;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Eropa;Eropa Lainnya;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Amerika Serikat;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Kanada;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Brasil;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Meksiko;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Amerika;Amerika Lainnya;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Oseania;Australia;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Oseania;Selandia Baru;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Oseania;Papua Nugini;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Oseania;Oseania Lainnya;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Afrika;Afrika Selatan;0
31/10/2023;Pintu Udara;Kalimantan Barat;Bandara Supadio;Afrika;Afrika Lainnya;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Malaysia;551
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Filipina;8
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Singapura;99
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Thailand;2
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Vietnam;5
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Hong Kong;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;India;12
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Jepang;11
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Korea Selatan;2
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Taiwan;3
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Tiongkok;41
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Timor Leste;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Arab Saudi;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Kuwait;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Mesir;1
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Uni Emirat Arab;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Yaman;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Asia;Asia Lainnya;169
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Prancis;41
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Jerman;46
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Belanda;40
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Inggris;28
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Rusia;7
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Eropa;Eropa Lainnya;58
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Amerika Serikat;21
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Kanada;2
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Brasil;6
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Meksiko;1
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Amerika;Amerika Lainnya;3
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Oseania;Australia;11
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Oseania;Selandia Baru;5
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Oseania;Papua Nugini;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Oseania;Oseania Lainnya;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Afrika;Afrika Selatan;0
31/10/2023;Pintu Udara;Sulawesi Selatan;Bandara Sultan Hasanuddin;Afrika;Afrika Lainnya;2
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Malaysia;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Filipina;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Singapura;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Thailand;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Vietnam;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Hong Kong;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;India;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Jepang;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Korea Selatan;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Taiwan;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Tiongkok;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Timor Leste;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Arab Saudi;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Kuwait;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Mesir;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Uni Emirat Arab;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Yaman;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Asia;Asia Lainnya;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Eropa;Prancis;0
31/10/2023;Pintu Udara;Sumatera Selatan;Bandara Sultan Mahmud Badaruddin II;Eropa;Jerman;0
